광고그룹 ID,소재 ID,입찰가
grp-a001-02-000000021786478,nad-a001-02-000000138104753,450
grp-a001-02-000000021807501,nad-a001-02-000000147425258,100
grp-a001-02-000000021807497,nad-a001-02-000000147425281,110
grp-a001-02-000000021786478,nad-a001-02-000000141045853,450
grp-a001-02-000000021807496,nad-a001-02-000000147425212,540
grp-a001-02-000000009335164,nad-a001-02-000000147425350,300
grp-a001-02-000000021786478,nad-a001-02-000000138272062,360
grp-a001-02-000000021807501,nad-a001-02-000000147425259,200
grp-a001-02-000000021807523,nad-a001-02-000000148775775,210
grp-a001-02-000000021807511,nad-a001-02-000000147425373,190
grp-a001-02-000000021786478,nad-a001-02-000000138272061,430
grp-a001-02-000000021854519,nad-a001-02-000000147425307,90
grp-a001-02-000000021807511,nad-a001-02-000000147425374,180
grp-a001-02-000000021807497,nad-a001-02-000000147425283,300
grp-a001-02-000000009335164,nad-a001-02-000000147425352,150
grp-a001-02-000000021807501,nad-a001-02-000000147425261,280
grp-a001-02-000000021807511,nad-a001-02-000000138288580,620
grp-a001-02-000000021785285,nad-a001-02-000000138287084,480
grp-a001-02-000000021807484,nad-a001-02-000000138288697,430
grp-a001-02-000000021807555,nad-a001-02-000000138288526,510
grp-a001-02-000000021807497,nad-a001-02-000000138288629,440
grp-a001-02-000000021807501,nad-a001-02-000000138288601,590
grp-a001-02-000000022036028,nad-a001-02-000000140183829,340
grp-a001-02-000000021807511,nad-a001-02-000000138288581,590
grp-a001-02-000000021807546,nad-a001-02-000000138288556,460
grp-a001-02-000000021807484,nad-a001-02-000000138288698,470
grp-a001-02-000000021807496,nad-a001-02-000000138288651,510
grp-a001-02-000000021807555,nad-a001-02-000000138288527,510
grp-a001-02-000000021807501,nad-a001-02-000000138288602,580
grp-a001-02-000000022036028,nad-a001-02-000000140183830,340
grp-a001-02-000000021807488,nad-a001-02-000000138288673,500
grp-a001-02-000000021807511,nad-a001-02-000000138288582,600
grp-a001-02-000000021785285,nad-a001-02-000000138287086,470
grp-a001-02-000000021807484,nad-a001-02-000000138288699,460
grp-a001-02-000000021807496,nad-a001-02-000000138288652,510
grp-a001-02-000000021807555,nad-a001-02-000000138288528,510
grp-a001-02-000000021807501,nad-a001-02-000000138288603,520
grp-a001-02-000000022036028,nad-a001-02-000000140183831,340
grp-a001-02-000000021807486,nad-a001-02-000000141206839,330
grp-a001-02-000000021807481,nad-a001-02-000000141206984,430
grp-a001-02-000000021807554,nad-a001-02-000000141207061,70
grp-a001-02-000000021807523,nad-a001-02-000000141206941,170
grp-a001-02-000000021807501,nad-a001-02-000000141206877,350
grp-a001-02-000000021807550,nad-a001-02-000000141206964,290
grp-a001-02-000000021807555,nad-a001-02-000000141206903,110
grp-a001-02-000000021807511,nad-a001-02-000000141207047,410
grp-a001-02-000000021807550,nad-a001-02-000000141206965,380
grp-a001-02-000000022036032,nad-a001-02-000000140183867,200
grp-a001-02-000000021807523,nad-a001-02-000000147425331,320
grp-a001-02-000000021854519,nad-a001-02-000000147425309,130
grp-a001-02-000000021807488,nad-a001-02-000000147425402,280
grp-a001-02-000000021807511,nad-a001-02-000000138288584,620
grp-a001-02-000000021807488,nad-a001-02-000000138288675,470
grp-a001-02-000000021807481,nad-a001-02-000000138288508,510
grp-a001-02-000000021807546,nad-a001-02-000000138288559,400
grp-a001-02-000000021786478,nad-a001-02-000000138104750,270
grp-a001-02-000000021807496,nad-a001-02-000000138288654,450
grp-a001-02-000000021807497,nad-a001-02-000000138288633,490
grp-a001-02-000000021807555,nad-a001-02-000000138288530,490
grp-a001-02-000000021807501,nad-a001-02-000000140188112,570
grp-a001-02-000000022036028,nad-a001-02-000000140183835,330
grp-a001-02-000000021786478,nad-a001-02-000000138272069,450
grp-a001-02-000000021807511,nad-a001-02-000000147425377,420
grp-a001-02-000000021807488,nad-a001-02-000000147425403,330
grp-a001-02-000000021807501,nad-a001-02-000000147425264,170
grp-a001-02-000000009335164,nad-a001-02-000000147425355,280
grp-a001-02-000000021807497,nad-a001-02-000000147425286,270
grp-a001-02-000000021807488,nad-a001-02-000000138288677,500
grp-a001-02-000000021807555,nad-a001-02-000000138288532,510
grp-a001-02-000000021807511,nad-a001-02-000000138288586,470
grp-a001-02-000000021807496,nad-a001-02-000000138288656,500
grp-a001-02-000000021807497,nad-a001-02-000000138288635,510
grp-a001-02-000000022036028,nad-a001-02-000000140183837,340
grp-a001-02-000000021807484,nad-a001-02-000000147425392,430
grp-a001-02-000000021807488,nad-a001-02-000000147425404,180
grp-a001-02-000000021807519,nad-a001-02-000000147425241,280
grp-a001-02-000000021807523,nad-a001-02-000000147425333,240
grp-a001-02-000000009335164,nad-a001-02-000000147425356,420
grp-a001-02-000000021807481,nad-a001-02-000000138288512,410
grp-a001-02-000000021807484,nad-a001-02-000000138288705,430
grp-a001-02-000000021807501,nad-a001-02-000000138288609,540
grp-a001-02-000000021807555,nad-a001-02-000000138288534,490
grp-a001-02-000000021807511,nad-a001-02-000000138288588,460
grp-a001-02-000000021807497,nad-a001-02-000000138288637,510
grp-a001-02-000000022036028,nad-a001-02-000000140183839,350
grp-a001-02-000000021807501,nad-a001-02-000000147425266,180
grp-a001-02-000000021807523,nad-a001-02-000000147425334,430
grp-a001-02-000000021807496,nad-a001-02-000000147425219,200
grp-a001-02-000000021807519,nad-a001-02-000000147425242,140
grp-a001-02-000000022036032,nad-a001-02-000000141199720,470
grp-a001-02-000000021807488,nad-a001-02-000000141199734,470
grp-a001-02-000000021807555,nad-a001-02-000000141199724,510
grp-a001-02-000000021807511,nad-a001-02-000000141199731,450
grp-a001-02-000000022036028,nad-a001-02-000000141206752,310
grp-a001-02-000000021786478,nad-a001-02-000000138272073,470
grp-a001-02-000000021807519,nad-a001-02-000000147425243,230
grp-a001-02-000000021807523,nad-a001-02-000000147425335,540
grp-a001-02-000000021807511,nad-a001-02-000000138288593,550
grp-a001-02-000000021807496,nad-a001-02-000000138288663,490
grp-a001-02-000000021786478,nad-a001-02-000000138272076,410
grp-a001-02-000000021807501,nad-a001-02-000000138288614,580
grp-a001-02-000000021807497,nad-a001-02-000000138288642,500
grp-a001-02-000000022036028,nad-a001-02-000000140183844,330
grp-a001-02-000000021785266,nad-a001-02-000000138287071,500
grp-a001-02-000000021807511,nad-a001-02-000000138288594,570
grp-a001-02-000000021807481,nad-a001-02-000000138288518,450
grp-a001-02-000000021736136,nad-a001-02-000000138287049,130
grp-a001-02-000000021807497,nad-a001-02-000000138288643,440
grp-a001-02-000000021807501,nad-a001-02-000000138288615,590
grp-a001-02-000000022036028,nad-a001-02-000000140183845,330
grp-a001-02-000000021786478,nad-a001-02-000000142168275,440
grp-a001-02-000000021807501,nad-a001-02-000000147425268,220
grp-a001-02-000000021807523,nad-a001-02-000000147425336,230
grp-a001-02-000000021807496,nad-a001-02-000000147425222,130
grp-a001-02-000000021786478,nad-a001-02-000000142168276,460
grp-a001-02-000000021807488,nad-a001-02-000000147425408,90
grp-a001-02-000000021807511,nad-a001-02-000000147425382,100
grp-a001-02-000000021807497,nad-a001-02-000000147425291,230
grp-a001-02-000000021807481,nad-a001-02-000000138288515,510
grp-a001-02-000000021807488,nad-a001-02-000000138288682,430
grp-a001-02-000000021786478,nad-a001-02-000000138104752,290
grp-a001-02-000000021807555,nad-a001-02-000000138288537,500
grp-a001-02-000000021807496,nad-a001-02-000000138288661,470
grp-a001-02-000000022036028,nad-a001-02-000000140183842,330
grp-a001-02-000000021807511,nad-a001-02-000000138288591,390
grp-a001-02-000000021807497,nad-a001-02-000000147425292,290
grp-a001-02-000000021807496,nad-a001-02-000000147425223,290
grp-a001-02-000000021807523,nad-a001-02-000000147425338,290
grp-a001-02-000000021807488,nad-a001-02-000000147425409,340
grp-a001-02-000000021854519,nad-a001-02-000000147425316,330
grp-a001-02-000000021786478,nad-a001-02-000000142168264,80
grp-a001-02-000000021807523,nad-a001-02-000000147425339,170
grp-a001-02-000000021807523,nad-a001-02-000000147425340,110
grp-a001-02-000000021854519,nad-a001-02-000000147425318,240
grp-a001-02-000000021807497,nad-a001-02-000000147425295,150
grp-a001-02-000000021854519,nad-a001-02-000000147425319,230
grp-a001-02-000000021786478,nad-a001-02-000000142168271,200
grp-a001-02-000000021807501,nad-a001-02-000000147425274,150
grp-a001-02-000000009335164,nad-a001-02-000000147425366,230
grp-a001-02-000000021807511,nad-a001-02-000000147425388,170
grp-a001-02-000000021807497,nad-a001-02-000000147425299,90
grp-a001-02-000000021854519,nad-a001-02-000000147425322,120
grp-a001-02-000000009335164,nad-a001-02-000000147425367,230
grp-a001-02-000000021807496,nad-a001-02-000000147425229,180
grp-a001-02-000000021807511,nad-a001-02-000000147425391,230
grp-a001-02-000000021807496,nad-a001-02-000000147425231,290
