CUST_ID,로그인 ID,캠페인 ID,캠페인 이름,광고그룹 ID,광고그룹 이름,광고그룹 유형,소재 ID,기본상품명,노출상품명,소재 상태,대표이미지 URL,상태,상품가격,상품 가격(모바일),네이버쇼핑 카테고리,PC 랜딩 URL,네이버쇼핑 상품 ID,쇼핑몰 상품 ID,입찰가 유형,입찰가,품질지수,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환율(%),전환매출액(원),광고수익률(%),전환당비용(원),제한 사유,평균노출순위
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000141207078,영문스카시세트 3t 카페 흡연 창고 벽면 포인트 아크릴 이쁜 이니셜인테리어 캘리그라피,영문글자 아크릴스카시 감성간판,on,https://shopping-phinf.pstatic.net/main_8323248/83232488909.jpg,노출가능,8000.0,8000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5687991038,83232488909.0,5687991038.0,소재,360.0,5.0,59,1.0,1.7,341.0,341,0.0,0.0,0,0,0,,23.6
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000141199625,LED 오픈사인 영업중 조명간판 아크릴채널 캠핑포인트문패 홈바네온 개업선물,,off,https://shopping-phinf.pstatic.net/main_8260177/82601775910.3.jpg,중지 : 소재 OFF,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5057254533,82601775910.0,5057254533.0,기본,160.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000137583320,화장실 픽토그램 화장실표찰 아크릴 스카시 3T,아크릴스카시 화장실픽토그램 화장실표지판,off,https://shopping-phinf.pstatic.net/main_8317103/83171035174.1.jpg,중지 : 소재 OFF,3500.0,3500.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5626538470,83171035174.0,5626538470.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000137583321,(자동시안/견적) 3/5T 아크릴스카시 한/영/중/일 접착식 재단 미러광택 소량주문가능,아크릴소재 스카시견적 레터링 입체글씨 미러,on,https://shopping-phinf.pstatic.net/main_8309861/83098610664.jpg,노출가능,1200.0,1200.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5554114837,83098610664.0,5554114837.0,소재,140.0,5.0,20,1.0,5.0,154.0,154,0.0,0.0,0,0,0,,24.3
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000137752673,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피 영업중 오픈간판 개업선물,on,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,노출가능,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000137752674,TAKEOUT 네온 이니셜간판 화이트 레드 테이크아웃 카페 식당 치킨 방문포장 LED조명,포장배달 코로나영업재개 창문장식인테리어,off,https://searchad-phinf.pstatic.net/MjAyMTA2MTBfOSAg/MDAxNjIzMzEwMTMxMDE2.ub6xiaxcsrv-cHr1BRPkuFog2uXvFyl0RekkqdVWgBQg.7Ejw734XQB3pMKqLeKz30LY3oUcmMRqX2Elp6ppNohgg.PNG/392590-3dc724d1-ed00-4b60-a725-402add678bd6.png,중지 : 소재 OFF,59000.0,59000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5237576830,82782099241.0,5237576830.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000137752675,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,수제맥주점 영업중 오픈간판 개업선물,on,https://searchad-phinf.pstatic.net/MjAyMTA2MTBfMjY1/MDAxNjIzMzEwMjM0MzYy.jQOR2as21txw3K0h_RtceqyUHS24ibfPEPixm036pcMg.EOMwpUdDTELwDb3QRhx0fz61r0VtzuPPwnd5dKZ76Oog.PNG/392590-8872dddf-0682-4ce5-ac51-75e21f7a2c16.png,노출가능,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000138287041,야자수 그린/브라운 네온조명 루미사인 게스트하우스 숙박업 썸머비치 서핑존 해변 식물LED,야자수 서핑존 영업중 오픈간판 개업선물,off,https://shopping-phinf.pstatic.net/main_8308770/83087704943.jpg,중지 : 소재 OFF,79000.0,79000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5543209252,83087704943.0,5543209252.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000138287042,꽃길만걸어요 레드/핑크 네온광원 와인바 포토존 레터링조명 벤치조명 스팟 무드풍경 복도등,꽃길만걸어요 영업중 오픈간판 개업선물,off,https://shopping-phinf.pstatic.net/main_8308767/83087679924.jpg,중지 : 소재 OFF,119000.0,119000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5543184233,83087679924.0,5543184233.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021736136,z,쇼핑몰상품,nad-a001-02-000000138287043,누들 블루네온사인 라멘 면전문점 칼국수 우동 편의점 야외전시 LED미니조명 걸이형 벽등,누들라멘 면전문점 영업중 오픈간판 개업선물,on,https://shopping-phinf.pstatic.net/main_8308582/83085820946.jpg,노출가능,69000.0,69000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5541325255,83085820946.0,5541325255.0,소재,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
