노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,전환율,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
신규 소재,스티커표찰 CLOSED 알파벳스티커 냉난방중 센서등,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742885083.0
신규 소재,스티커표찰 OHP필름인쇄 알파벳스티커 냉난방중 적외선카메라,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742885083.0
신규 소재,스티커표찰 아크릴인쇄 표지판 레터링스티커 절전,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742885083.0
신규 소재,스티커표찰 영업시간스티커 표지판 냉난방중 적외선카메라,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742885083.0
신규 소재,스티커표찰 OHP필름인쇄 관계자외출입금지 냉난방중 적외선카메라,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742885083.0
신규 소재,스티커표찰 아크릴인쇄 영업시간 냉난방중 센서등,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742885083.0
신규 소재,스티커표찰 아크릴인쇄 알파벳스티커 레터링스티커 센서등,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742885083.0
신규 소재,스티커표찰 영업시간스티커 알파벳스티커 냉난방중 적외선카메라,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742885083.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742885083.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742885083.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742885083.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742885083.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742885083.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742885083.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742885083.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742885083.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742885083.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742885083.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742885083.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742885083.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742885083.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742885083.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742885083.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742885083.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742885083.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742885083.0
입찰가 변경인상 140>170,스티커표찰 순찰중 외출중 CCTV녹화중 관리책임자 문걸이,원본,13.2,5.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000144208082,grp-a001-02-000000021786478,5742885081.0
신규 소재,스티커표찰 명패 표지판 도로표지판 관리책임자 디지털도어락,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742885081.0
신규 소재,스티커표찰 명패 표지판 입간판 산업안전보건교육 방문손잡이,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742885081.0
신규 소재,스티커표찰 순찰중 안내판 CCTV설치 산업안전보건교육 라탄바구니,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742885081.0
신규 소재,스티커표찰 순찰중 표지판 입간판 아크릴가림막 방문손잡이,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742885081.0
신규 소재,스티커표찰 순찰중 안내판 사원증 산업안전보건교육 현관문도어락,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742885081.0
신규 소재,스티커표찰 명패 안내판 CCTV 아크릴칸막이 방문손잡이,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742885081.0
신규 소재,스티커표찰 순찰중 표지판 CCTV설치 아크릴가림막 현관도어락,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742885081.0
신규 소재,스티커표찰 순찰중 안내판 무선CCTV 아크릴칸막이 문고리,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742885081.0
신규 소재,스티커표찰 명패 외출중 씨씨티비 아크릴가림막 현관도어락,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742885081.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742885081.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742885081.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742885081.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742885081.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742885081.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742885081.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742885081.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742885081.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742885081.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742885081.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742885081.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742885081.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742885081.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742885081.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742885081.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742885081.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742885081.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742885081.0
입찰가 변경인상 140>170,스티커표찰 금연 금지 출입 반입 미성년 화기 사용 주차 표시판 포맥스 손대지마세요,원본,18.9,7.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000144208090,grp-a001-02-000000021786478,5742885080.0
신규 소재,스티커표찰 금연 금지 반응형 반입 롤패드립고소 화기 사용 원동기면허 회사명판 피켓 네온사인,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742885080.0
신규 소재,스티커표찰 금연 금지 출입 반입 미성년 꽃다발 사용 운전연수 안내판 아크릴진열대 손대지마세요,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742885080.0
신규 소재,스티커표찰 금연 화선지 출입 반입 미성년 산세베리아 사용 전기차충전기설치비용 스카시간판 피켓 입간판,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742885080.0
신규 소재,스티커표찰 담배끊는법 화선지 반응형 반입 전세집수리 실내공기정화식물 사용 운전면허 아크릴스카시 베너거치대 네온사인,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742885080.0
신규 소재,스티커표찰 담배끊는법 창호지 출입 반입 부동산임대차계약서 꽃다발 사용 주차타워 회사명판 UV인쇄 손대지마세요,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742885080.0
신규 소재,스티커표찰 금연 금지 반응형 반입 부동산임대차계약서 다육식물 사용 월주차 고무스카시 포맥스 카페입간판,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742885080.0
신규 소재,스티커표찰 금연 화선지 출입 반입 전세집수리 화기 사용 바리케이트 안전표지판 띠지 손대지마세요,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742885080.0
신규 소재,스티커표찰 담배끊는법 화선지 출입 반입 미성년 알로카시아 사용 자동차연수 스카시간판 띠지 네온사인,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742885080.0
신규 소재,스티커표찰 담배끊는법 금지 반응형 반입 미성년 실내공기정화식물 사용 운전연수 아크릴간판 현판제작 네온사인,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742885080.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742885080.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742885080.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742885080.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742885080.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742885080.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742885080.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742885080.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742885080.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742885080.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742885080.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742885080.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742885080.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742885080.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742885080.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742885080.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742885080.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742885080.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742885080.0
입찰가 변경인상 140>170,현수막 회전깃대 배너,원본,10.1,41.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000144208091,grp-a001-02-000000021786478,5742869603.0
신규 소재,스티커 회전깃대 거치대,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742869603.0
신규 소재,전단지인쇄 헬륨풍선 대봉투,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742869603.0
신규 소재,스캔 현수막 포스터디자인,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742869603.0
신규 소재,떡제본 헬륨풍선 전단지,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742869603.0
신규 소재,포장봉투 배너 베너,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742869603.0
신규 소재,명함인쇄 배너 홈페이지형블로그,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742869603.0
신규 소재,명함제작 헬륨풍선 실사출력,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742869603.0
신규 소재,X배너 현수막 홈페이지형블로그,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742869603.0
신규 소재,플랜카드제작 태극기 실사출력,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742869603.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869603.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869603.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869603.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869603.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869603.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869603.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869603.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869603.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869603.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869603.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869603.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869603.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869603.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869603.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869603.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869603.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869603.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869603.0
대기 소재,현수막 퀵배너,원본,,,,,,,,on,50.0,nad-a001-02-000000144208119,grp-a001-02-000000021786478,5742869602.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5742869602.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5742869602.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5742869602.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5742869602.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5742869602.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5742869602.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5742869602.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5742869602.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5742869602.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869602.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869602.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869602.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869602.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869602.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869602.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869602.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869602.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869602.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869602.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869602.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869602.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869602.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869602.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869602.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869602.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869602.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869602.0
소재 점검 필요,현수막 업다운배너,원본,,,,,,,,on,50.0,nad-a001-02-000000145968681,grp-a001-02-000000021786478,5742869601.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5742869601.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5742869601.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5742869601.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5742869601.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5742869601.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5742869601.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5742869601.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5742869601.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5742869601.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869601.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869601.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869601.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869601.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869601.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869601.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869601.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869601.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869601.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869601.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869601.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869601.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869601.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869601.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869601.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869601.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869601.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869601.0
입찰가 변경인상 60>90,현수막 스톰 배너,원본,12.8,5.0,0.0,0.0,0.0,0.0,0.0,on,60.0,nad-a001-02-000000144208106,grp-a001-02-000000021786478,5742869600.0
신규 소재,리플렛 스톰 인쇄소,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742869600.0
신규 소재,현수막 스톰 북스캔,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742869600.0
신규 소재,전단지 스톰 책스캔,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742869600.0
신규 소재,현수막가격 폴로직구 지도,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742869600.0
신규 소재,책만들기 폴로직구 전단지,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742869600.0
신규 소재,폼보드 스톰 스프링제본,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742869600.0
신규 소재,플랜카드 폴로직구 포스터제작,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742869600.0
신규 소재,카페간판 폴로직구 책스캔,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742869600.0
신규 소재,전단지인쇄 폴로직구 스프링제본,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742869600.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869600.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869600.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869600.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869600.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869600.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869600.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869600.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869600.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869600.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869600.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869600.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869600.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869600.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869600.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869600.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869600.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869600.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869600.0
입찰가 변경인상 60>90,현수막 WIN 배너,원본,11.0,4.0,0.0,0.0,0.0,0.0,0.0,on,60.0,nad-a001-02-000000144208107,grp-a001-02-000000021786478,5742869599.0
신규 소재,서비스스티커 WIN 배너,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742869599.0
신규 소재,베너거치대 WIN 인쇄,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742869599.0
신규 소재,차량랩핑 WIN 홈페이지형블로그,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742869599.0
신규 소재,스캔 WIN 리플렛,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742869599.0
신규 소재,포스터제작 WIN 라벨스티커,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742869599.0
신규 소재,인쇄 WIN 마케팅,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742869599.0
신규 소재,포스터인쇄 WIN 대봉투,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742869599.0
신규 소재,서비스스티커 WIN 북스캔,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742869599.0
신규 소재,전단지인쇄 WIN 인쇄소,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742869599.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869599.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869599.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869599.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869599.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869599.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869599.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869599.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869599.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869599.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869599.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869599.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869599.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869599.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869599.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869599.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869599.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869599.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869599.0
입찰가 변경인상 60>90,현수막 LVT 배너,원본,11.8,5.0,0.0,0.0,0.0,0.0,0.0,on,60.0,nad-a001-02-000000144208101,grp-a001-02-000000021786478,5742869598.0
신규 소재,책스캔 LVT 포스터디자인,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742869598.0
신규 소재,리플렛 헤링본마루 아크릴제작,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742869598.0
신규 소재,대봉투 LVT 컨설팅,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742869598.0
신규 소재,대봉투 LVT 광고,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742869598.0
신규 소재,포스터인쇄 헤링본마루 스캔,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742869598.0
신규 소재,베너거치대 바닥타일 라벨스티커,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742869598.0
신규 소재,현수막제작 LVT 스캔,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742869598.0
신규 소재,베너거치대 타일 지도,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742869598.0
신규 소재,현수막제작 타일 유리시트지,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742869598.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869598.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869598.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869598.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869598.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869598.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869598.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869598.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869598.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869598.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869598.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869598.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869598.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869598.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869598.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869598.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869598.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869598.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869598.0
입찰가 변경인상 140>170,다양한 도어사인 스티커표찰 미세요 당기세요 어서오세요 고정 출입 자동 폐문 안내,원본,14.6,27.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000144208118,grp-a001-02-000000021786478,5742869579.0
신규 소재,다양한 차전화번호 스티커표찰 도어사인 안전표지판 어서오세요 고정 반응형 자동 표찰 푯말,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742869579.0
신규 소재,다양한 미용실간판 스티커표찰 영업시간스티커 현관문패 어서오세요 고정 출입 자동 화장실표지판 푯말,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742869579.0
