노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,전환율,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5675865002.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5675865002.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5675865002.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5675865002.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5675865002.0
입찰가 변경인상 300>330,한글스카시세트 3t 카페 흡연 창고 벽면 포인트 아크릴 이쁜 이니셜인테리어 캘리그라피,원본,6.4,116.0,1.0,0.0,0.0,308.0,0.0,on,300.0,nad-a001-02-000000141045852,grp-a001-02-000000021786478,5673380283.0
입찰가 변경인상 300>330,한글 스카시 DIY,e,21.7,15.0,0.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000141207114,grp-a001-02-000000021807488,5673380283.0
입찰가 변경인상 320>350,한글 스카시 감성간판,z,31.6,14.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000141207082,grp-a001-02-000000021736136,5673380283.0
입찰가 변경인상 170>200,한글 스카시 현관문문패,v,39.0,3.0,0.0,0.0,0.0,0.0,0.0,on,170.0,nad-a001-02-000000141207103,grp-a001-02-000000021785283,5673380283.0
입찰가 변경인상 140>170,한글 스카시 로고사인,za,6.0,2.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000141206757,grp-a001-02-000000022036028,5673380283.0
입찰가 변경인상 140>170,한글 스카시 홈바간판,x,5.0,2.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000141206766,grp-a001-02-000000022036032,5673380283.0
입찰가 변경인상 290>320,한글 스카시 아크릴글자,s,44.0,2.0,0.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000141207017,grp-a001-02-000000021807551,5673380283.0
입찰가 변경인상 260>290,한글 스카시 포인트간판,j,42.0,2.0,0.0,0.0,0.0,0.0,0.0,on,260.0,nad-a001-02-000000141207094,grp-a001-02-000000021807484,5673380283.0
대기 소재,한글 스카시 심플간판,y,,,,,,,,on,140.0,nad-a001-02-000000141206895,grp-a001-02-000000021785285,5673380283.0
대기 소재,한글 스카시 축하선물,w,,,,,,,,on,140.0,nad-a001-02-000000141206956,grp-a001-02-000000021785266,5673380283.0
off 소재,한글 스카시 대문인테리어,u,,,,,,,,off,140.0,nad-a001-02-000000141206751,grp-a001-02-000000022036013,5673380283.0
off 소재,한글 스카시 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206908,grp-a001-02-000000021807555,5673380283.0
off 소재,한글 스카시 추가인테리어,r,,,,,,,,off,140.0,nad-a001-02-000000141207036,grp-a001-02-000000021807549,5673380283.0
off 소재,한글 스카시 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206975,grp-a001-02-000000021807550,5673380283.0
off 소재,한글 스카시 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207073,grp-a001-02-000000021807554,5673380283.0
off 소재,한글 스카시 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206744,grp-a001-02-000000021807546,5673380283.0
off 소재,한글 스카시 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206806,grp-a001-02-000000021807552,5673380283.0
off 소재,한글 스카시 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206989,grp-a001-02-000000021807481,5673380283.0
off 소재,한글 스카시 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206850,grp-a001-02-000000021807486,5673380283.0
off 소재,한글 스카시 벽꾸미기,k,,,,,,,,off,140.0,nad-a001-02-000000141206784,grp-a001-02-000000021807485,5673380283.0
off 소재,한글 스카시 특이한간판,i,,,,,,,,off,140.0,nad-a001-02-000000141207051,grp-a001-02-000000021807511,5673380283.0
off 소재,한글 스카시 이니셜사인,h,,,,,,,,off,140.0,nad-a001-02-000000141206950,grp-a001-02-000000021807523,5673380283.0
off 소재,한글 스카시 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206828,grp-a001-02-000000021807496,5673380283.0
off 소재,한글 스카시 디자인사인,f,,,,,,,,off,140.0,nad-a001-02-000000141206923,grp-a001-02-000000021807497,5673380283.0
off 소재,한글 스카시 제작,d,,,,,,,,off,140.0,nad-a001-02-000000141206882,grp-a001-02-000000021807501,5673380283.0
off 소재,한글 스카시 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206871,grp-a001-02-000000021807519,5673380283.0
off 소재,한글 스카시 개업선물,b,,,,,,,,off,140.0,nad-a001-02-000000141206932,grp-a001-02-000000021854519,5673380283.0
off 소재,한글 스카시 사인,a,,,,,,,,off,140.0,nad-a001-02-000000141206996,grp-a001-02-000000009335164,5673380283.0
입찰가 변경인상 330>360,영문글자표찰 아크릴간판 아파트동호수 현관문번호,za,6.1,429.0,2.0,0.0,0.0,704.0,0.0,on,330.0,nad-a001-02-000000140183848,grp-a001-02-000000022036028,5667517742.0
양호 소재,영문표찰스카시 3t 카페 흡연 창고 벽면 포인트 아크릴 이쁜 이니셜인테리어 캘리그라피,원본,3.3,109.0,1.0,0.0,0.0,66.0,0.0,on,150.0,nad-a001-02-000000139996756,grp-a001-02-000000021786478,5667517742.0
입찰가 변경인상 370>400,영문표찰 카페 흡연시설 창고 아이방문패,k,10.5,89.0,0.0,0.0,0.0,0.0,0.0,on,370.0,nad-a001-02-000000140009742,grp-a001-02-000000021807485,5667517742.0
입찰가 변경인상 320>350,영어표지판 포인트 로고간판 카페 흡연 창고,e,8.6,39.0,1.0,0.0,0.0,341.0,0.0,on,320.0,nad-a001-02-000000141207115,grp-a001-02-000000021807488,5667517742.0
입찰가 변경인상 360>390,영문표찰 아크릴스카시 감성간판,z,34.2,28.0,0.0,0.0,0.0,0.0,0.0,on,360.0,nad-a001-02-000000141207083,grp-a001-02-000000021736136,5667517742.0
입찰가 변경인상 80>110,영문표찰 아크릴스카시 홈바간판,x,8.0,1.0,0.0,0.0,0.0,0.0,0.0,on,80.0,nad-a001-02-000000140183882,grp-a001-02-000000022036032,5667517742.0
대기 소재,영문표찰 아크릴스카시 심플간판,y,,,,,,,,on,140.0,nad-a001-02-000000141206896,grp-a001-02-000000021785285,5667517742.0
대기 소재,영문 글자표찰 카페 흡연 창고,w,,,,,,,,on,140.0,nad-a001-02-000000140009138,grp-a001-02-000000021785266,5667517742.0
대기 소재,영문표찰 아크릴스카시 현관문문패,v,,,,,,,,on,140.0,nad-a001-02-000000141207104,grp-a001-02-000000021785283,5667517742.0
대기 소재,영문표찰 아크릴스카시 대문인테리어,u,,,,,,,,on,80.0,nad-a001-02-000000140183819,grp-a001-02-000000022036013,5667517742.0
off 소재,영문표찰 아크릴스카시 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206909,grp-a001-02-000000021807555,5667517742.0
off 소재,영문표찰 아크릴스카시 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207018,grp-a001-02-000000021807551,5667517742.0
off 소재,영문표찰 카페 흡연 창고 아크릴글자,r,,,,,,,,off,150.0,nad-a001-02-000000140009399,grp-a001-02-000000021807549,5667517742.0
off 소재,영문표찰 아크릴스카시 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206976,grp-a001-02-000000021807550,5667517742.0
off 소재,영문표찰 아크릴스카시 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207074,grp-a001-02-000000021807554,5667517742.0
off 소재,영문표찰 아크릴스카시 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206745,grp-a001-02-000000021807546,5667517742.0
off 소재,영문표찰 아크릴스카시 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206807,grp-a001-02-000000021807552,5667517742.0
off 소재,영문표찰 아크릴스카시 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206990,grp-a001-02-000000021807481,5667517742.0
off 소재,영문표찰 아크릴스카시 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206851,grp-a001-02-000000021807486,5667517742.0
off 소재,영문표찰 아크릴스카시 포인트간판,j,,,,,,,,off,140.0,nad-a001-02-000000141207095,grp-a001-02-000000021807484,5667517742.0
off 소재,영문표찰 아크릴스카시 특이한간판,i,,,,,,,,off,140.0,nad-a001-02-000000141207052,grp-a001-02-000000021807511,5667517742.0
off 소재,"영문 글자표찰 카페,흡연시설,창고 스카시간판",h,,,,,,,,off,180.0,nad-a001-02-000000140009854,grp-a001-02-000000021807523,5667517742.0
off 소재,영문표찰 아크릴스카시 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206829,grp-a001-02-000000021807496,5667517742.0
off 소재,영문표찰 아크릴스카시 디자인사인,f,,,,,,,,off,140.0,nad-a001-02-000000141206924,grp-a001-02-000000021807497,5667517742.0
off 소재,영문표찰 아크릴스카시 제작,d,,,,,,,,off,140.0,nad-a001-02-000000141206883,grp-a001-02-000000021807501,5667517742.0
off 소재,영문표찰 아크릴스카시 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206872,grp-a001-02-000000021807519,5667517742.0
off 소재,영문표찰 아크릴스카시 개업선물,b,,,,,,,,off,140.0,nad-a001-02-000000141206933,grp-a001-02-000000021854519,5667517742.0
off 소재,영어표찰 카페 흡연 창고 벽면꾸미기 도어사인,a,,,,,,,,off,140.0,nad-a001-02-000000140009123,grp-a001-02-000000009335164,5667517742.0
입찰가 변경인상 330>360,한글글자표찰 아크릴간판 아파트동호수 현관문번호,za,7.9,386.0,0.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000140183849,grp-a001-02-000000022036028,5665298879.0
입찰가 변경인상 370>400,한글표찰 아크릴 스카시 아이방문패,k,8.0,232.0,0.0,0.0,0.0,0.0,0.0,on,370.0,nad-a001-02-000000140009744,grp-a001-02-000000021807485,5665298879.0
입찰가 변경인상 240>270,한글표찰스카시 3t 카페 흡연 창고 벽면 포인트 아크릴 이쁜 이니셜인테리어 캘리그라피,원본,7.1,56.0,0.0,0.0,0.0,0.0,0.0,on,240.0,nad-a001-02-000000139739578,grp-a001-02-000000021786478,5665298879.0
입찰가 변경인상 340>370,한글표찰 스카시 DIY,e,12.4,39.0,0.0,0.0,0.0,0.0,0.0,on,340.0,nad-a001-02-000000141207116,grp-a001-02-000000021807488,5665298879.0
입찰가 변경인상 290>320,우리말 표차 포인트 로고간판 카페 흡연 창고,i,8.3,29.0,0.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000141207053,grp-a001-02-000000021807511,5665298879.0
입찰가 변경인상 300>330,한글표찰 스카시 감성간판,z,30.4,7.0,0.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000141207084,grp-a001-02-000000021736136,5665298879.0
대기 소재,한글표찰 스카시 심플간판,y,,,,,,,,on,140.0,nad-a001-02-000000141206897,grp-a001-02-000000021785285,5665298879.0
대기 소재,"한글 글자표찰 카페,흡연 창고",w,,,,,,,,on,140.0,nad-a001-02-000000140009139,grp-a001-02-000000021785266,5665298879.0
대기 소재,한글표찰 스카시 현관문문패,v,,,,,,,,on,140.0,nad-a001-02-000000141207105,grp-a001-02-000000021785283,5665298879.0
대기 소재,한글표찰 스카시 대문인테리어,u,,,,,,,,on,80.0,nad-a001-02-000000140183820,grp-a001-02-000000022036013,5665298879.0
off 소재,-,x,,,,,,,,off,80.0,nad-a001-02-000000140183883,grp-a001-02-000000022036032,5665298879.0
off 소재,한글표찰 스카시 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206910,grp-a001-02-000000021807555,5665298879.0
off 소재,한글표찰 스카시 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207019,grp-a001-02-000000021807551,5665298879.0
off 소재,한글표찰 카페 흡연 창고 아크릴글자,r,,,,,,,,off,140.0,nad-a001-02-000000140009398,grp-a001-02-000000021807549,5665298879.0
off 소재,한글표찰 스카시 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206977,grp-a001-02-000000021807550,5665298879.0
off 소재,한글표찰 스카시 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207075,grp-a001-02-000000021807554,5665298879.0
off 소재,한글표찰 스카시 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206746,grp-a001-02-000000021807546,5665298879.0
off 소재,한글표찰 스카시 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206808,grp-a001-02-000000021807552,5665298879.0
off 소재,한글표찰 스카시 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206991,grp-a001-02-000000021807481,5665298879.0
off 소재,한글표찰 스카시 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206852,grp-a001-02-000000021807486,5665298879.0
off 소재,한글표찰 스카시 포인트간판,j,,,,,,,,off,140.0,nad-a001-02-000000141207096,grp-a001-02-000000021807484,5665298879.0
off 소재,"한글 글자표찰 카페,흡연시설,창고 스카시간판",h,,,,,,,,off,140.0,nad-a001-02-000000140009855,grp-a001-02-000000021807523,5665298879.0
off 소재,한글표찰 스카시 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206830,grp-a001-02-000000021807496,5665298879.0
off 소재,한글표찰 스카시 디자인사인,f,,,,,,,,off,140.0,nad-a001-02-000000141206925,grp-a001-02-000000021807497,5665298879.0
off 소재,한글표찰 스카시 제작,d,,,,,,,,off,140.0,nad-a001-02-000000141206884,grp-a001-02-000000021807501,5665298879.0
off 소재,한글표찰 스카시 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206873,grp-a001-02-000000021807519,5665298879.0
off 소재,한글표찰 스카시 개업선물,b,,,,,,,,off,140.0,nad-a001-02-000000141206934,grp-a001-02-000000021854519,5665298879.0
off 소재,한글표찰 카페 흡연 창고 벽면꾸미기 도어사인,a,,,,,,,,off,140.0,nad-a001-02-000000140009124,grp-a001-02-000000009335164,5665298879.0
입찰가 변경인상 330>360,가게픽토그램 아크릴간판 아파트동호수 현관문번호,za,7.6,389.0,1.0,0.0,0.0,55.0,0.0,on,330.0,nad-a001-02-000000140183846,grp-a001-02-000000022036028,5656232947.0
입찰가 변경인상 370>400,가게표찰 카페 흡연시설 창고 아이방문패,k,6.9,187.0,0.0,0.0,0.0,0.0,0.0,on,370.0,nad-a001-02-000000140009743,grp-a001-02-000000021807485,5656232947.0
입찰가 변경인상 320>350,가게표찰스카시 3t 카페 흡연 창고 벽면 포인트 아크릴 이쁜 이니셜인테리어 캘리그라피,원본,6.4,155.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000139474949,grp-a001-02-000000021786478,5656232947.0
입찰가 변경인상 340>370,가게표찰 3t아크릴 DIY,e,7.0,82.0,0.0,0.0,0.0,0.0,0.0,on,340.0,nad-a001-02-000000141207111,grp-a001-02-000000021807488,5656232947.0
입찰가 변경인상 330>360,"가게표찰 카페,흡연시설,창고 아크릴글자",r,33.8,5.0,0.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000140009397,grp-a001-02-000000021807549,5656232947.0
입찰가 변경인상 170>200,가게표찰 3t아크릴 포인트간판,j,57.0,2.0,0.0,0.0,0.0,0.0,0.0,on,170.0,nad-a001-02-000000141207091,grp-a001-02-000000021807484,5656232947.0
입찰가 변경인상 80>110,가게표찰 3t아크릴 홈바간판,x,9.0,1.0,0.0,0.0,0.0,0.0,0.0,on,80.0,nad-a001-02-000000140183880,grp-a001-02-000000022036032,5656232947.0
입찰가 변경인상 250>280,가게표찰 3t아크릴 특이한간판,i,10.0,1.0,0.0,0.0,0.0,0.0,0.0,on,250.0,nad-a001-02-000000141207048,grp-a001-02-000000021807511,5656232947.0
대기 소재,가게표찰 3t아크릴 감성간판,z,,,,,,,,on,140.0,nad-a001-02-000000141207079,grp-a001-02-000000021736136,5656232947.0
대기 소재,가게표찰 3t아크릴 심플간판,y,,,,,,,,on,140.0,nad-a001-02-000000141206888,grp-a001-02-000000021785285,5656232947.0
off 소재,가게픽토그램,w,,,,,,,,off,140.0,nad-a001-02-000000140009136,grp-a001-02-000000021785266,5656232947.0
off 소재,가게표찰 3t아크릴 현관문문패,v,,,,,,,,off,140.0,nad-a001-02-000000141207100,grp-a001-02-000000021785283,5656232947.0
off 소재,가게표찰 3t아크릴 대문인테리어,u,,,,,,,,off,80.0,nad-a001-02-000000140183817,grp-a001-02-000000022036013,5656232947.0
off 소재,가게표찰 3t아크릴 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206905,grp-a001-02-000000021807555,5656232947.0
off 소재,가게표찰 3t아크릴 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207014,grp-a001-02-000000021807551,5656232947.0
off 소재,가게표찰 3t아크릴 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206972,grp-a001-02-000000021807550,5656232947.0
off 소재,가게표찰 3t아크릴 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207070,grp-a001-02-000000021807554,5656232947.0
off 소재,가게표찰 3t아크릴 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206730,grp-a001-02-000000021807546,5656232947.0
off 소재,가게표찰 3t아크릴 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206802,grp-a001-02-000000021807552,5656232947.0
off 소재,가게표찰 3t아크릴 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206986,grp-a001-02-000000021807481,5656232947.0
off 소재,가게표찰 3t아크릴 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206847,grp-a001-02-000000021807486,5656232947.0
off 소재,가게표찰 카페 흡연시설 스카시간판,h,,,,,,,,off,140.0,nad-a001-02-000000140009856,grp-a001-02-000000021807523,5656232947.0
off 소재,가게표찰 3t아크릴 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206825,grp-a001-02-000000021807496,5656232947.0
off 소재,가게표찰 3t아크릴 디자인사인,f,,,,,,,,off,140.0,nad-a001-02-000000141206920,grp-a001-02-000000021807497,5656232947.0
off 소재,가게표찰 3t아크릴 제작,d,,,,,,,,off,140.0,nad-a001-02-000000141206879,grp-a001-02-000000021807501,5656232947.0
off 소재,가게표찰 3t아크릴 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206868,grp-a001-02-000000021807519,5656232947.0
off 소재,가게표찰 3t아크릴 개업선물,b,,,,,,,,off,140.0,nad-a001-02-000000141206929,grp-a001-02-000000021854519,5656232947.0
off 소재,가게픽토그램 벽면꾸미기 도어사인,a,,,,,,,,off,140.0,nad-a001-02-000000140009121,grp-a001-02-000000009335164,5656232947.0
입찰가 변경인상 290>320,객실호실 아크릴간판 아파트동호수 현관문번호,za,5.6,464.0,22.0,0.0,0.0,6941.0,0.0,on,290.0,nad-a001-02-000000140183847,grp-a001-02-000000022036028,5639493658.0
입찰가 변경인상 310>340,룸넘버 집명패 글씨간판 문패제작 표찰 현관호수,h,6.0,391.0,9.0,2.0,22.22,1727.0,16500.0,on,310.0,nad-a001-02-000000140009857,grp-a001-02-000000021807523,5639493658.0
입찰가 변경인상 370>400,도어사인 아파트호실 아파트표찰 아이방문패,k,7.8,145.0,0.0,0.0,0.0,0.0,0.0,on,370.0,nad-a001-02-000000140009745,grp-a001-02-000000021807485,5639493658.0
입찰가 변경인상 340>370,객실호수 아파트호실 도어사인 DIY,e,6.9,107.0,2.0,0.0,0.0,572.0,0.0,on,340.0,nad-a001-02-000000141207112,grp-a001-02-000000021807488,5639493658.0
입찰가 변경인상 290>320,숙박호실 포인트 로고간판 카페 흡연 창고,a,6.3,37.0,0.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000140009122,grp-a001-02-000000009335164,5639493658.0
입찰가 변경인상 330>360,도어사인 아파트호실 아파트표찰  아크릴글자,r,35.3,7.0,0.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000140009396,grp-a001-02-000000021807549,5639493658.0
입찰가 변경인상 320>350,객실호수 아파트호실 도어사인 감성간판,z,23.8,6.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000141207080,grp-a001-02-000000021736136,5639493658.0
입찰가 변경인상 170>200,객실호수 아파트호실 도어사인 현관문문패,v,7.3,3.0,0.0,0.0,0.0,0.0,0.0,on,170.0,nad-a001-02-000000141207101,grp-a001-02-000000021785283,5639493658.0
입찰가 변경인상 170>200,객실호수 아파트호실 도어사인 포인트간판,j,12.0,1.0,0.0,0.0,0.0,0.0,0.0,on,170.0,nad-a001-02-000000141207092,grp-a001-02-000000021807484,5639493658.0
대기 소재,아크릴 도어사인 3t 아파트호실 객실표찰,원본,,,,,,,,on,140.0,nad-a001-02-000000139474950,grp-a001-02-000000021786478,5639493658.0
off 소재,객실호수 아파트호실 도어사인 심플간판,y,,,,,,,,off,140.0,nad-a001-02-000000141206889,grp-a001-02-000000021785285,5639493658.0
off 소재,-,x,,,,,,,,off,70.0,nad-a001-02-000000140183881,grp-a001-02-000000022036032,5639493658.0
off 소재,객실호실,w,,,,,,,,off,140.0,nad-a001-02-000000140009137,grp-a001-02-000000021785266,5639493658.0
off 소재,원룸 포인트 로고간판 카페 흡연 창고,u,,,,,,,,off,120.0,nad-a001-02-000000140183818,grp-a001-02-000000022036013,5639493658.0
off 소재,객실호수 아파트호실 도어사인 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206906,grp-a001-02-000000021807555,5639493658.0
off 소재,객실호수 아파트호실 도어사인 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207015,grp-a001-02-000000021807551,5639493658.0
off 소재,객실호수 아파트호실 도어사인 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206973,grp-a001-02-000000021807550,5639493658.0
off 소재,객실호수 아파트호실 도어사인 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207071,grp-a001-02-000000021807554,5639493658.0
off 소재,객실호수 아파트호실 도어사인 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206739,grp-a001-02-000000021807546,5639493658.0
off 소재,객실호수 아파트호실 도어사인 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206804,grp-a001-02-000000021807552,5639493658.0
off 소재,객실호수 아파트호실 도어사인 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206987,grp-a001-02-000000021807481,5639493658.0
off 소재,객실호수 아파트호실 도어사인 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206848,grp-a001-02-000000021807486,5639493658.0
off 소재,객실호수 아파트호실 도어사인 특이한간판,i,,,,,,,,off,140.0,nad-a001-02-000000141207049,grp-a001-02-000000021807511,5639493658.0
off 소재,객실호수 아파트호실 도어사인 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206826,grp-a001-02-000000021807496,5639493658.0
off 소재,객실호수 아파트호실 도어사인 디자인,f,,,,,,,,off,140.0,nad-a001-02-000000141206921,grp-a001-02-000000021807497,5639493658.0
off 소재,객실호수 아파트호실 도어사인 제작,d,,,,,,,,off,140.0,nad-a001-02-000000141206880,grp-a001-02-000000021807501,5639493658.0
off 소재,객실호수 아파트호실 도어사인 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206869,grp-a001-02-000000021807519,5639493658.0
off 소재,객실호수 아파트호실 도어사인 개업선물,b,,,,,,,,off,140.0,nad-a001-02-000000141206930,grp-a001-02-000000021854519,5639493658.0
입찰가 변경인상 370>400,화장실표시 아파트호수판,p,8.5,416.0,1.0,0.0,0.0,341.0,0.0,on,370.0,nad-a001-02-000000138288724,grp-a001-02-000000021807554,5626538470.0
입찰가 변경인상 330>360,화장실표시 현관호수,n,6.6,274.0,3.0,0.0,0.0,1056.0,0.0,on,330.0,nad-a001-02-000000138288726,grp-a001-02-000000021807552,5626538470.0
입찰가 변경인상 280>310,화장실표시 아크릴간판 아파트동호수 현관문번호,za,10.1,264.0,0.0,0.0,0.0,0.0,0.0,on,280.0,nad-a001-02-000000140183825,grp-a001-02-000000022036028,5626538470.0
입찰가 변경인상 370>400,화장실표시 아이방문패,k,7.6,114.0,2.0,0.0,0.0,792.0,0.0,on,370.0,nad-a001-02-000000138288757,grp-a001-02-000000021807485,5626538470.0
입찰가 변경인상 340>370,화장실표지판 아크릴현판 시판 안내판 푯말,j,13.9,98.0,3.0,3.0,100.0,1034.0,26500.0,on,340.0,nad-a001-02-000000138288760,grp-a001-02-000000021807484,5626538470.0
입찰가 변경인하 150>140,화장실 표시 포인트 로고간판 카페 흡연 창고,c,1.7,97.0,4.0,0.0,0.0,308.0,0.0,on,150.0,nad-a001-02-000000138288736,grp-a001-02-000000021807519,5626538470.0
입찰가 변경인상 330>360,화장실표시 캠핑간판,e,19.1,89.0,0.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000138288742,grp-a001-02-000000021807488,5626538470.0
입찰가 변경인상 310>340,아크릴레터링 화장실표찰 개업선물 사인 푯말,r,20.2,9.0,0.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000138288732,grp-a001-02-000000021807549,5626538470.0
입찰가 변경인상 250>280,화장실표시 포인트간판 헬스 피트니스,d,53.0,2.0,0.0,0.0,0.0,0.0,0.0,on,250.0,nad-a001-02-000000138288740,grp-a001-02-000000021807501,5626538470.0
입찰가 변경인상 140>170,화장실 픽토그램 화장실표찰 아크릴 스카시 3T,원본,64.0,1.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000138104753,grp-a001-02-000000021786478,5626538470.0
off 소재,아크릴스카시 화장실픽토그램 화장실표지판,z,,,,,,,,off,140.0,nad-a001-02-000000137583320,grp-a001-02-000000021736136,5626538470.0
off 소재,스카시 화장실픽토그램 아크릴글자 입체글씨,y,,,,,,,,off,140.0,nad-a001-02-000000138098229,grp-a001-02-000000021785285,5626538470.0
off 소재,화장실 표찰 아크릴 홈바간판,x,,,,,,,,off,80.0,nad-a001-02-000000140183859,grp-a001-02-000000022036032,5626538470.0
off 소재,아크릴스카시 화장실픽토그램 표지판 아이방문패,w,,,,,,,,off,140.0,nad-a001-02-000000138098205,grp-a001-02-000000021785266,5626538470.0
off 소재,화장실픽토그램 스카시 포인트간판,v,,,,,,,,off,140.0,nad-a001-02-000000138098223,grp-a001-02-000000021785283,5626538470.0
off 소재,화장실표시 남녀화장실 아크릴 안내문 픽토그램,u,,,,,,,,off,80.0,nad-a001-02-000000140183796,grp-a001-02-000000022036013,5626538470.0
off 소재,화장실 표찰 아크릴 아크릴로고,t,,,,,,,,off,140.0,nad-a001-02-000000141206901,grp-a001-02-000000021807555,5626538470.0
off 소재,화장실표시 아크릴간판제작,s,,,,,,,,off,110.0,nad-a001-02-000000138288728,grp-a001-02-000000021807551,5626538470.0
off 소재,화장실표시 아파트호수판,q,,,,,,,,off,110.0,nad-a001-02-000000138288730,grp-a001-02-000000021807550,5626538470.0
off 소재,화장실 표찰 아크릴 캘리그라피,o,,,,,,,,off,140.0,nad-a001-02-000000141206726,grp-a001-02-000000021807546,5626538470.0
off 소재,화장실 표찰 아크릴 식당간판,m,,,,,,,,off,140.0,nad-a001-02-000000141206981,grp-a001-02-000000021807481,5626538470.0
off 소재,화장실 표찰 아크릴 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206835,grp-a001-02-000000021807486,5626538470.0
off 소재,화장실 표찰 아크릴 특이한간판,i,,,,,,,,off,140.0,nad-a001-02-000000141207040,grp-a001-02-000000021807511,5626538470.0
off 소재,화장실표지판 아크릴현판 시판 안내판 푯말,h,,,,,,,,off,180.0,nad-a001-02-000000138288734,grp-a001-02-000000021807523,5626538470.0
